"YEAR","STATE","COUNTYN","YIELD","ACRES_P","ACRES_H","LON","LAT","Jan_tmax","Feb_tmax","Mar_tmax","Apr_tmax","May_tmax","June_tmax","July_tmax","August_tmax","Sept_tmax","Oct_tmax","Nov_tmax","Dec_tmax","Jan_tmin","Feb_tmin","Mar_tmin","Apr_tmin","May_tmin","June_tmin","July_tmin","August_tmin","Sept_tmin","Oct_tmin","Nov_tmin","Dec_tmin","Jan_prcp","Feb_prcp","Mar_prcp","Apr_prcp","May_prcp","June_prcp","July_prcp","August_prcp","Sept_prcp","Oct_prcp","Nov_prcp","Dec_prcp"
2015,"MN","ROSEAU",1370,12500,12200,-95.8107,48.7751,-8.20462930930128,-11.4990579357349,3.8563726314429,13.3270286559057,18.3634983560724,24.1403137910578,26.8890730662226,25.1506349206249,22.9358038940063,13.6408313139137,3.97403832906498,-3.18730139794743,-18.7274347706183,-23.5612380294333,-7.18287173113173,-1.65516189948908,4.00450752830345,10.296684895637,14.4163799291948,11.7264933665984,9.60984428692289,1.98642894615419,-4.14608534563583,-10.6105833837777,22.4153122251165,20.0870477421917,21.4406006450419,11.7361209562123,100.965965668646,82.5161708345464,142.159990909356,115.15484857531,40.0090544428351,47.3087645607997,44.4530280415523,30.4786737274982
2014,"MN","ROSEAU",960,6900,6900,-95.8107,48.7751,-13.3247324141755,-12.433946543565,-3.58772321788144,6.64156960132766,17.8054524491704,23.166634904001,25.0080494741087,24.8770152028134,19.9576168102893,12.484357284545,-3.18280595961974,-5.40432263198487,-26.2867127310736,-23.9784273143675,-18.4342831482198,-4.51075816874915,4.42409306184256,10.9469070767831,11.8743986854371,12.4289648539234,7.68996531816356,2.33590228466046,-11.7613990500334,-12.6734548382444,21.5307867403136,17.0374018894841,27.2729572686634,44.7092583924512,115.81382030422,92.3774635835861,67.8828984777487,32.83667157085,62.4627592847692,28.4960805465937,3.54242678199247,5.37566838153141
2009,"MN","ROSEAU",1090,4100,4100,-95.8107,48.7751,-13.8989140501721,-6.38751662273431,-0.755748916209039,9.6392774815129,15.5084147600095,22.3505921836885,22.4635630561946,23.5652018659868,23.8844797254378,7.83118498093409,7.23576326286939,-9.76190962754442,-26.2112194999413,-18.383841930777,-11.0744505726036,-0.70770257115775,2.25179394539292,8.98985512729845,10.28665033403,11.4312231686528,10.7517737374038,0.426484345949659,-3.45685255777185,-17.5173073958791,11.2816113264659,33.4749670471424,67.2589294208579,38.7023262731614,95.8612393121712,84.0623166764861,46.702884063386,120.382809721712,59.4912442348226,30.2866973947712,17.9615176100595,39.6354592073902
2008,"MN","ROSEAU",1480,10000,9800,-95.8107,48.7751,-10.107714546316,-9.18732131023431,-0.632802324953556,9.64459929008528,16.6453103994546,23.5353134308402,25.4498369912587,24.3360749643876,19.4303528535578,12.4455019078995,1.41972719257019,-12.1445482676655,-21.0414280231999,-23.1725766066801,-11.9844389249966,-3.06066212093056,1.57577464728244,8.84022299770155,11.7967749987424,11.668892915078,7.58988665624067,2.2081295510251,-5.3437404712333,-22.7945897602381,3.41078848931882,15.4739587696967,7.78796540190322,33.4660164524721,45.2716594498642,78.5807166639289,83.0324865834138,55.822549300884,70.7564042503047,65.813283298137,49.501642187984,40.5923176180671
2007,"MN","ROSEAU",1600,11600,11300,-95.8107,48.7751,-7.66917805858379,-11.5545532898611,2.49268391921546,10.5064758613712,20.0092969926641,24.5303372702009,27.4494577435571,24.4540636390558,19.6891939441353,12.6727976578067,1.06501362905531,-9.20563253223183,-18.9988535204445,-22.2949098935153,-8.7880587855329,-2.97980340674871,6.43187288087319,12.6207978884015,14.0598135121156,11.2794607522021,6.26014487270155,1.69002916699504,-7.20837834220162,-18.392740812835,3.08677012870235,24.1524078479495,23.9021293520329,30.5213064366919,75.8073197644369,149.926159032446,84.2473780734556,36.8560499239734,30.9513148947084,101.15129544766,11.0816410585561,26.5771261051184
2006,"MN","ROSEAU",1800,6300,6100,-95.8107,48.7751,-2.40323821697885,-7.59747756023431,1.71988398637694,16.1851077033922,18.9898760537587,25.3308605833725,29.5231473304953,25.9751467658922,19.7627751057685,9.47249203421209,2.10742143658852,-2.76536555594075,-9.9679002213392,-20.4927898523052,-8.0316452289507,1.87214946155654,6.22039191605778,10.5147215776502,13.8852609190924,11.0325376378244,6.61057342306732,-0.814368279298828,-7.59202360187092,-12.6285454540331,27.5857858026648,6.10635828825636,45.7063319280187,31.2212446272259,41.596397223492,52.1185533106995,31.2180201693751,71.9311901874049,50.5660645638644,42.5862581132276,12.5126358253926,23.7660509686486
2005,"MN","ROSEAU",1350,6900,6700,-95.8107,48.7751,-12.1933204230906,-3.95386997201388,0.940280131401278,14.4011820659334,16.744953253398,23.0919348855934,26.6534320889483,23.7262496207359,21.3634014592468,13.1163532124188,1.99041904273553,-4.81896244445035,-22.8831397963419,-16.1813422161981,-11.6803099473171,0.9609534732574,4.61134410624915,12.0277442434331,13.4714468831903,11.0693987757021,7.61030436563527,1.68302419168189,-6.1204088210736,-12.2795182440308,31.3516752395275,6.552417737199,4.61621292347414,18.2145710937674,88.2709537108421,176.732352760605,78.0031479609337,90.7088400779671,28.140571959869,86.1248833565454,39.2022878574109,24.0432035351197
2003,"MN","ROSEAU",1700,7000,6900,-95.8107,48.7751,-10.3770344462214,-9.93565163773666,0.218157342400135,12.7623202928644,20.2512046123148,24.232095516257,26.5703334264602,27.8377376722257,18.547657231397,13.1343215288627,-1.63831246293232,-3.92680057532368,-19.8862014554456,-22.5810706687492,-13.0136818370363,-1.95207938289707,4.70013717974069,9.81770067456053,12.4501953125,13.0778992341946,6.26341361890037,1.70744908500472,-11.0849666715114,-13.5270638057255,6.33262311525809,12.8957668610166,19.9888639475531,21.638073668495,71.7481818483537,87.5679041182836,46.8286809988067,71.2165815113385,110.289538101732,32.4038547763036,14.1473703676507,31.2884311546006
2002,"MN","ROSEAU",1100,5300,3400,-95.8107,48.7751,-6.69876593453685,-0.149492078749125,-2.72490010581547,9.16364532885425,15.4575182743855,25.1036274014483,28.0432226870639,24.5782030590626,21.0732472250068,4.97525707698679,-0.238391872709097,-4.03758543363557,-16.2602778820476,-13.1559176583035,-14.4988163141455,-3.28707249827869,0.660726637230309,11.6769212188471,14.2763572254637,11.793627223505,8.33931626643374,-4.18855509530179,-9.56533688560754,-12.8333065484209,5.75359153200345,5.88118773697253,14.449453575043,37.9306861096801,67.8065357792448,248.116930434709,82.0477278524088,110.445675404482,34.2071734660974,22.3754103978337,6.92013794690056,20.2954831617147
2001,"MN","ROSEAU",1050,2000,1900,-95.8107,48.7751,-5.39155085608144,-10.1703700361528,1.30398935350262,11.0532508601136,19.9222139948148,23.7568376937134,27.3723143435639,27.1152553390456,20.8446459377832,10.0511034040105,6.74046193327821,-4.38050606925793,-16.1429753733991,-22.5253315105346,-10.4303528535578,0.137029132601756,6.13537123018694,10.9452576122746,13.4129170021506,12.7721066592666,6.63555880013933,0.198253805815479,-2.29502913837035,-12.3413640405094,3.53483914517291,14.1914704267238,6.26737524030571,62.3114455840342,105.884073551107,92.1282815539913,161.447042375715,73.18603740567,27.8636633960435,43.3588639812228,9.59754962629508,15.7708454747023
2000,"MN","ROSEAU",1750,8300,7500,-95.8107,48.7751,-8.88100896195633,-0.821609923566363,7.26575621819917,11.3462767051305,19.4174792118855,21.2105522537672,27.2251635772638,25.3141419173837,18.6889207169042,13.9149742140643,0.511575867988536,-13.6922196318025,-21.5180307398273,-14.0292421935686,-4.27533271136848,-2.14919226918018,4.14872843706901,8.93192007773793,12.9427940226998,12.2710669186528,5.25995676710538,0.677957921879159,-6.41154647541788,-25.0764034330426,16.8833812960757,28.1537689271451,27.869641591697,31.8852115329212,53.939737663422,158.270539124198,35.2099634371745,150.292232296199,51.3995694066224,82.0969719606782,89.4082894783004,29.5403258202758
1999,"MN","ROSEAU",950,3000,2100,-95.8107,48.7751,-11.2463851203386,-1.86095783307401,3.17226539874497,12.5268678976584,18.5207885242977,23.2964166775011,26.7142339387546,25.2448366983457,17.4530289985068,10.8205764573672,6.78609186178266,-2.41855983828454,-22.4690494337515,-13.9117191835561,-7.70835509770325,-0.599609382991748,6.48089090394222,10.5291816393759,13.830078125,10.9231744130151,6.31066211062406,-1.06655365437589,-4.19272733503213,-13.0795661311463,27.2328482911701,11.7065022729729,26.0228510271898,43.3204222608758,135.138779069301,150.669902916961,83.0628165301096,59.9912066138071,75.8456595906606,11.0910178578238,7.00523412926446,16.2772197717166
1998,"MN","ROSEAU",1200,24100,23200,-95.8107,48.7751,-8.4630090602248,0.223189719269783,1.59265590555709,15.4483674434273,21.2603998475078,21.4738978062836,26.3394854287587,27.2622192538644,22.7361649456285,12.5630544098837,0.904444437366776,-6.55652014488702,-16.4592802365985,-6.45612555647454,-8.02823200186746,0.686134166223782,6.00290970648643,10.5849918622559,13.4902974892298,12.8179797873867,7.02734976921287,2.29551400207441,-6.82672179229786,-16.2381226165987,20.7816121748547,31.2289973872542,12.0272707070596,32.7893783873521,120.288208375031,153.923715035526,67.1419295516949,61.8601850965414,10.1247375520804,114.240632906529,36.8396554263874,14.2551528849601
1997,"MN","ROSEAU",1250,12400,12300,-95.8107,48.7751,-13.4144139665101,-5.17563371196584,-1.2312659445783,7.90180372227183,15.9070793643776,25.5717910303923,25.5888047278572,24.4027449994895,21.4251328024564,11.5838790467019,-1.19755134529002,-1.84464737892927,-23.8860433774649,-19.247048105744,-14.2188822546156,-3.95015241656583,1.14765008136228,11.6786949562509,13.9013402625085,10.9394687663374,7.78069559144222,0.806746433507847,-9.25436178141619,-9.15981822900248,14.8713590418475,10.2538584326903,22.973363833245,27.3514157005299,43.3485997508346,78.020147563038,102.78212765528,44.6382826913808,69.5284621766839,77.4019615336549,17.5666882654226,8.1719576341166
1996,"MN","ROSEAU",1450,9800,9700,-95.8107,48.7751,-15.8805959091694,-7.9810750530175,-4.37867419699983,4.77996202358973,16.4099418739993,24.7157160412999,24.9097979287587,26.2830070596911,19.2638350543715,11.3744455927682,-4.37368654983332,-11.528564342238,-28.6424514050449,-19.5157050202441,-16.5983429131734,-5.79865892851065,3.30631447255098,11.3702704048352,12.6700977905867,12.4428526341619,7.06142364253638,0.167472389406667,-13.5810891027163,-20.4479095812426,25.7093950926156,12.7165112581275,12.9824394503606,42.6130937424219,98.0893959754398,70.0845527499654,102.172022145862,56.8338445019467,63.8562726115854,52.4963455612907,58.3140412719136,39.9168189471527
1995,"MN","ROSEAU",950,31400,31200,-95.8107,48.7751,-8.96394347121464,-7.96352889051579,1.3943304402441,7.78816399656257,18.2311029725078,26.9866509322716,25.519014786894,26.1015305388277,19.4097340960578,10.5839464515558,-5.27299387339175,-10.1498884494878,-18.8882337398086,-21.2403446860946,-8.24810072498304,-4.21831186480864,4.14015571307711,12.9886193839337,13.0302734375,12.8304638627694,4.90697832537766,0.606065858283042,-13.8384192326823,-19.3766774713496,15.8480590173528,13.651040324673,28.0465323288963,13.6921706473515,60.0607836536294,50.3791314803769,113.819422900997,87.3511884267596,49.3456708475869,42.7277694984047,47.5861651920886,35.8273402495729
1994,"MN","ROSEAU",1400,38400,36600,-95.8107,48.7751,-16.5357962065192,-10.6227986172371,3.16767205796018,11.7271747596312,20.8727836943709,24.1192895154517,24.111978328757,23.4721372851238,21.0119939121139,13.4642893427682,3.99371779641174,-3.61626886295826,-28.1031463393347,-22.4190310887219,-7.36672845902998,-2.25769044470279,5.13300260436303,11.0388033191353,12.5221185768263,10.2289275969145,7.81964714644222,4.11974790050878,-5.11393169403741,-12.860914743768,10.1842800847694,7.29185513353703,10.66467580556,2.83387250867418,30.6858775199938,73.5027694693941,90.8871619893691,111.50679006959,111.400934537456,43.8374387590573,67.462334200586,10.8294381006873
1993,"MN","ROSEAU",900,28400,17200,-95.8107,48.7751,-9.91002644810246,-8.1165867132331,0.984860418445066,11.1068988257937,18.7008295350078,21.1880299306261,22.972329891257,24.0844065302682,16.219590514414,9.38953245631918,-0.396357107617141,-6.62643663988642,-22.848553717021,-21.3521537955856,-10.6509659962774,-2.05654549469431,4.61541353562066,9.45468689581373,13.1159460006574,12.3326542251131,4.1920557352859,-2.32213959585083,-9.44011481874621,-16.0874949045128,20.5948950510155,0.195856877716572,8.02776154922355,26.6330601442768,29.7465371134143,131.961940529942,155.781528721693,120.664646071086,28.1450554749639,19.3312413999726,16.6392097888056,14.8094500265764
1992,"MN","ROSEAU",1000,26600,25000,-95.8107,48.7751,-6.08861037478768,-3.28995970764301,1.03977076080549,7.60256598881747,20.1069163556363,21.087295066415,21.7599145793358,22.6916861886163,17.7001953125,11.9546769351034,-1.55712662244317,-9.90843537954724,-16.7896169085578,-13.9276822045125,-9.70213749375763,-1.9931698293081,6.14329571292929,9.2100510406054,10.0431159481224,9.92494743194783,5.57349540609285,-0.881804130285218,-6.16008956233229,-19.6535461145648,15.0277599491866,18.8029600654956,24.4739980076677,40.9619756398243,62.6139967718001,66.6022571037381,71.8730082020295,120.826368950552,95.2428702963248,4.2219067749643,32.7539361128575,35.3427642207411
1991,"MN","ROSEAU",1800,34500,33700,-95.8107,48.7751,-11.7164720442099,-3.51905066766103,2.37419778859651,13.7085552223695,20.9043817264568,25.4970341439433,25.2840274518709,27.9569781560734,17.6196950335578,8.12084551420361,-3.19003912370079,-5.49509622345438,-24.9152384311098,-14.4758920450514,-10.3562232249571,0.67134085300894,7.82860457607825,12.9142256793715,13.2408047648069,12.1025640319682,6.02051201855843,-2.14260525624505,-11.5340279981177,-15.8398163334719,19.5427316290768,17.1145475246729,13.0630563526143,73.332607482936,105.929992359723,185.259990842936,112.08685642783,34.1121770896709,172.077751054223,47.53387086236,35.4945364421663,27.2949757930014
1990,"MN","ROSEAU",1900,9600,9600,-95.8107,48.7751,-5.00948617792023,-6.10426483551579,1.86949403372962,10.1536953554691,17.7553960071465,24.382455010207,25.244579705638,27.1831336726136,21.272651041863,12.2746825167852,2.31830751298377,-9.27381778411795,-15.9710297107186,-20.0661412562164,-8.82977181115461,-2.47876366613483,2.41589535186916,10.7670136974649,12.1272323714439,11.9649864944478,6.26699775247521,-1.67540539754964,-8.01338413753174,-21.0332874849203,21.8198229364545,10.7350396934823,28.3429587988759,40.0610680394407,35.3187751936088,113.098844516347,83.949460132462,27.9494331919457,27.8204719352814,10.2730732012802,6.70608356493042,20.1863047540909
1989,"MN","ROSEAU",1200,5100,4500,-95.8107,48.7751,-8.90987749376667,-12.3783845017711,-3.40483080438352,8.13004074939668,20.9342759162553,23.3680335640979,28.4384520845684,26.2728469035299,20.6112387766251,13.0903460463373,-1.95053811158523,-12.8210889740932,-21.8517947558732,-26.0381170892315,-15.0635036937855,-4.32219654849832,5.04630564793542,9.45008998287596,14.7591952351931,11.3953602744658,5.53126598124915,-0.993680701309264,-12.0532547561779,-24.4530444882194,67.8471202963732,5.36279886633709,38.4238556310487,32.258162877621,72.7720514127744,119.079854653975,58.8341476938338,86.1250087755088,18.8405275334139,9.74248795049327,18.7877642934769,12.7822825455696
1988,"MN","ROSEAU",1100,7000,5000,-95.8107,48.7751,-12.6810659502272,-9.78281342509263,0.176499640147241,12.3542281767485,23.0776354618855,28.8496682831714,28.2290186306346,26.6607376055568,18.5739243537553,10.3914213654629,-0.0883454098051657,-7.65781293223013,-24.4451333393793,-23.8736659270255,-9.73490827580355,-3.13646554171364,6.39177568561388,12.8900656099717,12.9588151764156,13.0401919192418,6.6376633500017,-2.00291807304003,-6.94093293341505,-17.9492182584635,11.8591730656712,3.64758398731272,45.3941523575402,0.0308058851746648,45.4548987293604,27.7083579659575,144.690974292655,37.7175918693419,63.1259458180016,16.9430314100041,28.2463197872625,36.7851820955276
1987,"MN","ROSEAU",1550,7900,7800,-95.8107,48.7751,-7.01056453415071,-1.18554754038707,1.06943940409363,17.4903022087913,20.8040861854371,25.8122374739579,26.7618684719001,24.0679724377637,20.12882643605,9.46241456636443,3.87582962375565,-4.62500599720533,-18.2689442243569,-9.38724119605949,-8.23663357796437,0.684275908263529,6.36954679769307,10.6613020110844,13.5343428668715,10.3860640002728,6.54942543979845,-2.18042774293785,-6.06089062996784,-12.2920800428554,24.1676240134117,41.9973444869519,13.2305356054904,4.51154455145789,94.6847214746463,40.3912923686097,127.898108830315,33.2235084583605,27.8548844538153,34.5026386092163,15.9777426323285,9.13549623567197
1986,"MN","ROSEAU",1300,12300,11600,-95.8107,48.7751,-7.27759423354637,-8.00581716658989,3.17071352190853,10.9911704796452,21.1473566456183,23.5012684450157,25.9990712889518,24.2789779765231,17.1016508106325,11.9193415244827,-2.94098876120928,-4.71950551137349,-18.9989865297906,-19.7920645531428,-9.35051108433889,-0.674392596611387,6.18225212857474,9.88582220774405,14.3582672206268,9.54470629820651,6.12319407312236,-0.62455605498179,-13.5178800114695,-14.8090197030297,17.0994310383365,15.6796250090072,7.57535524962272,86.0209598500597,45.3410975087679,58.8545408581933,90.5411771273293,46.9131529156274,67.7063584550312,15.2219466700018,58.4597092193379,10.9062350400559
1985,"MN","ROSEAU",800,22500,16700,-95.8107,48.7751,-11.3354948735487,-8.62662556546416,3.21475889955022,13.6859323495344,21.2327088123046,20.5616890639314,25.8510627728736,21.6425621450768,15.3378586625017,11.0319943079528,-6.33782146297082,-12.9339588075993,-22.8266219916761,-22.2273918643776,-7.57035540624067,-0.0488121484412434,5.57757162918457,7.81061491375933,11.8512041580771,9.5658096330321,5.87272472231541,-1.00893049945079,-16.4952130246168,-23.0120775251514,6.25450826997826,11.3727360569598,5.30313912139931,29.845514223446,116.772043518102,113.177059221649,31.7153066483245,204.790059782758,57.6767362683065,37.7352860921052,40.4173071117356,11.4447538352368
1984,"MN","ROSEAU",1330,27700,26600,-95.8107,48.7751,-10.547199520837,-1.55975508371881,-1.11192933987886,14.2399903659436,17.8168772931363,23.3716808395272,26.2022442326992,27.8159830596414,16.8768531237424,11.9872288953219,-0.0015785510479227,-9.90371776586719,-23.18557786364,-11.3903609879225,-12.30252253341,-0.252032297567589,2.74900745625085,10.44408873812,11.9236758893709,12.4752374152445,3.05621343355101,1.64345018936478,-8.94833948997057,-20.9922349522109,8.74744760653631,26.1297994254909,3.81202331070467,31.5306757745446,21.758630504373,131.375291085154,86.8366323224544,25.3501043578151,11.4638506619347,115.466929195547,10.2710164385221,28.0642377039423
1983,"MN","ROSEAU",1245,19200,19000,-95.8107,48.7751,-7.2302952770217,-3.82999877014301,1.23438018361831,9.80736319572576,16.3635621887733,23.2619113781408,27.6458845464725,29.1105726136265,18.9889557253946,10.5490282134068,0.96562119559527,-15.5609061196804,-16.531329095479,-13.268073646068,-6.88007395460538,-2.79582537154039,1.58927336019307,10.259870954624,15.1801518693364,12.788877093232,6.2900390625,0.696288909793108,-5.12913899608379,-25.161988383357,15.6194077861599,17.1422661893562,35.3084821858643,14.8757558900435,65.2762382519004,111.636700863839,42.297078837004,96.5718866080804,70.9862495873268,55.9208193047524,29.2041701437319,4.76381819816365
1982,"MN","ROSEAU",1275,27400,26300,-95.8107,48.7751,-18.3086475417571,-8.84262924464325,-2.29593615496911,9.33703013089837,19.0370260095785,19.9405634281509,26.230032100844,23.401663071106,18.5296080839422,11.1089526410897,-1.44752863081676,-5.00174205449632,-30.6523757124983,-20.4117401100163,-13.1217045222699,-3.83138609405629,6.50057038980693,5.74124784520938,12.9865870995707,9.41532469886827,5.86600485188782,2.09782518538984,-10.4208359558907,-13.8577332469927,32.4916576234459,8.15293961223739,15.1697481655663,22.1106198167061,38.9932282556338,51.8686619285474,165.9649269494,72.81176801177,67.9479813136291,83.1857513208992,17.9926995683564,17.0661244972509
1981,"MN","ROSEAU",1210,34300,34300,-95.8107,48.7751,-8.42861163274697,-4.60991806001664,4.53526654383397,12.0044394348338,18.6822436318922,22.2075182743855,27.1171200795683,25.8827965200768,18.6533682562475,9.85231101401119,5.23622334158176,-8.79285947532184,-20.0600707943569,-15.1761253462056,-8.01695484623454,-1.74487419933169,3.28544214956223,9.20340593877329,11.9017833429109,12.2603205250943,5.47783422630901,0.649630953946111,-3.2276715585325,-17.0517042257109,9.35713965709959,4.89724075966785,20.4904485637275,15.6706117371786,73.6998389126967,165.805944817571,54.2325812426631,62.348271876035,114.834070704203,44.7064887428129,16.0665416029134,9.13763549874488
1980,"MN","ROSEAU",940,40300,39100,-95.8107,48.7751,-11.4730110410059,-8.62771235449308,-2.27995534745685,15.0541802896329,23.8148401481278,24.9287967706629,28.0074222162604,23.3971126365619,17.7206247970853,9.03654900549632,1.80339409078952,-9.48061592611483,-22.3464196751869,-20.2891103514518,-17.5828411276447,-1.22320468591084,5.86197832875698,9.14695541813632,13.3157669899854,10.5383925159064,5.22530752250443,-1.55721018331811,-6.75259714516769,-20.1091625037819,16.8574835139308,16.9743734961802,14.5246366463371,2.20662632183638,10.3001329053085,39.4759905836837,68.536672117361,110.032633024318,92.1492690296141,42.8806051761192,33.5892599532032,7.64609417636994
1979,"MN","ROSEAU",1490,51000,49000,-95.8107,48.7751,-16.0411743131116,-12.7049090266002,-1.92539681352689,5.610561312175,13.4819472803923,23.057154574377,26.1052112614647,22.8392793444725,20.4342759162553,9.3261659140541,-1.66737213632429,-3.82928647809147,-29.2693780326648,-25.3463964412917,-12.7288739669229,-4.95731049853895,2.40973409605778,8.76371078147625,13.6580719081268,9.61289155009263,6.32700123937764,-1.42748058815334,-9.54983708326788,-13.2028324196538,17.4913894832182,34.5418534445592,26.3831987045133,81.0413001400672,47.8915590737282,46.2692732323427,98.5646410182594,58.8079891441902,19.5720239182684,41.3736026520895,18.6938405908892,6.47714675362777
1978,"MN","ROSEAU",1730,25000,24400,-95.8107,48.7751,-15.2821489310899,-9.71348241212213,-0.586502699878,9.08341398651902,21.0388793396149,23.5765326070418,25.4507192239133,24.6193836196475,20.6355790081285,12.630098882156,-1.89406067058623,-11.4101662107103,-24.9641321243426,-23.4671661037243,-14.6509659962774,-2.09204396650856,6.48542665821455,8.87482083937934,12.6285110210493,11.7421401400848,8.50896422335623,1.36886117230255,-12.1457942583091,-23.7865787465433,10.4009071703531,13.6995431580881,8.93497285287717,14.4952313327454,52.488353090361,46.4821977883782,156.410499846354,80.9719454258322,87.6630142193674,6.86749563970394,27.1166424585766,24.1955362600816
1977,"MN","ROSEAU",1560,5500,5400,-95.8107,48.7751,-16.0270114139617,-5.60677734169338,3.54928339418822,15.4431633096911,25.2598244762304,23.4394017220768,26.7866038556363,21.7783672405126,17.353572783901,13.6162478827948,-0.876821538086246,-11.8076760167229,-26.8003960037672,-16.8094170951648,-7.49257778583465,-0.511892891793124,10.4575494054354,10.8291065077111,12.8660477581285,7.36904103071329,7.47834150188612,0.664600720793225,-10.5363084635668,-20.5905975271265,13.5094849173134,21.6961617070513,30.2615511288718,8.7753596057498,83.1027523564974,100.073782786431,74.5137421377379,51.0903105061568,116.691449959017,25.0082548604722,69.40664336852,12.1809080956707
1980,"MN","CASS",1180,300,300,-94.3254,46.9496,-9.65775730433857,-6.70912650785669,-0.0703477890291191,14.1059744347041,22.7389852582587,23.6102951191766,27.2907199892929,24.1188951592679,17.656514587403,9.38119897158053,3.1939806886563,-6.95051554864351,-20.2744007356073,-18.1736418166087,-13.6501754553637,-0.278022324546098,6.25231852307404,10.2422861989416,13.369973013134,11.8382117012328,6.47900618929566,-0.371730593092895,-5.30563539233886,-16.8984358857283,31.5264035524231,13.8072424970523,28.2449208155898,13.4210330154056,16.4807222164413,78.4488695050495,72.049806547265,120.91039391539,68.7633885981975,40.5841001055824,18.2112119196404,9.99715347861794
1979,"MN","CASS",1200,400,400,-94.3254,46.9496,-14.9660636692423,-10.0218075253049,-0.232175640772607,7.63226155986797,14.5345954686196,22.9680195773711,25.5504862193205,22.5119914408333,20.3688205093004,10.2655971491481,0.98617255400215,-2.85560555370956,-25.8662958528509,-22.0582558586746,-9.91264795427936,-3.47775315269562,3.28987133210282,9.83886730794396,13.6611536377953,10.7185481561075,7.4196297521486,-0.262334554757721,-6.54936881249548,-11.8941139013661,18.4082475944024,40.0958238685311,67.9241935481136,37.2122113635908,69.3341668320787,106.00288590192,85.5933285510661,42.2630722593883,31.4830576025217,94.5327106808448,26.1026194730563,6.35160323208164
1978,"MN","CASS",1400,200,200,-94.3254,46.9496,-12.3721112214711,-7.70043813169528,2.52751858463979,10.0260589665197,20.7190148032132,22.8807172421433,24.3454294030505,25.0215578684776,20.7817384654971,12.8145985244202,1.1620391710225,-8.4439025479559,-22.7283724142697,-20.8587842795011,-10.4226873251815,-1.62064508657173,6.70021658664423,10.2901454070249,13.4964260141282,12.3182508186621,9.10573521018233,1.1751238879255,-8.97253408037513,-19.5451218346984,8.43118218759233,9.3471897908372,16.1037853456061,54.6236887165476,75.7642977932773,100.052168526742,142.886599250028,212.573215421737,53.2096003047678,15.8946274700984,29.1179862611838,19.4634047666617
1977,"MN","CASS",1250,500,500,-94.3254,46.9496,-15.0234944267581,-2.83694090123948,5.62301989794919,15.0662927096148,24.8811266764205,23.7741707057577,26.7119860888865,21.6077749644235,17.317863510821,12.2552072109824,0.725316614429205,-9.5052994195144,-25.9272011082175,-14.8073079561267,-5.63354445446488,1.23461724545701,10.1141641399804,11.4624378772517,14.6136265722474,9.06407240363821,7.6568971917532,1.12356767966928,-7.43539088668914,-17.4341414422721,17.5154875851968,27.7310584477966,50.3456254017417,55.9885712341466,80.0679019403283,103.134701985075,80.37622653758,122.731697384201,106.762281723495,68.7494711149147,84.3339146432375,29.0360319080163
1996,"MN","GRANT",1400,1700,1600,-96.0121,45.934,-12.1615634061987,-5.37441139819885,-2.1782500053885,9.04993301700697,17.3594642033051,25.8917279906677,26.4114042882974,27.1080199913391,20.62160747242,14.1073188665324,-2.77746642717221,-9.78071432222369,-22.5284051635046,-16.192437687457,-11.7476884828562,-2.2233369777116,5.7839760904042,13.2477188825441,14.0208774730735,13.8204860295628,8.89975568623796,1.73466675736973,-11.5282246273863,-18.3904645744577,39.6725872268072,14.211017656813,15.8993003677558,9.98008396927679,81.3295730410775,51.4900861594023,66.9435481137062,71.9196031248882,82.4200667236903,107.697649910513,51.3379989281665,29.465905203803
1995,"MN","GRANT",950,5700,5600,-96.0121,45.934,-7.14978351697944,-4.96159456505597,2.5037731790843,8.08022159751092,18.233110605632,27.0946189386168,26.6868598351068,27.3426589884421,21.1361045117041,11.3748651687915,-0.739415712602307,-5.72531403762274,-16.6922497358781,-16.4573989772883,-6.86030745392497,-1.56968723295113,6.34309124087924,14.5051244569648,15.0631611340618,15.8750014368256,7.8775095275631,2.2341653382934,-9.63366281548043,-14.361203632567,28.866998495988,13.647694758992,74.3048785868426,42.3950451435365,77.7950659690719,54.0292447414396,151.062449249973,89.0583164967206,73.0379810480992,113.587784566964,13.7378426216445,17.9804301769751
1994,"MN","GRANT",1400,6200,6000,-96.0121,45.934,-14.9289830353481,-9.40549107365894,3.00744281818786,13.0097841934905,22.1076675837751,25.8918185640997,25.3347074826811,24.8067643410044,22.8230969559747,14.7476125125156,6.03443515826668,-2.73824259275738,-24.7887724986954,-21.3698147390947,-6.43757856212132,-0.0859347085102439,8.1568759095226,13.4060286576321,14.0705102891278,12.4869676115163,10.1476123502185,3.9752148846778,-4.06323399049131,-11.6258008699662,23.7454521735566,18.6946019810654,15.866694838424,87.9552627699895,41.528852212092,54.2680009281796,123.543320729821,76.6736262256992,42.256980048227,83.512484582977,29.6137751441901,9.63321319126712
